year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,datetime,NO2_sat_flag,HCHO_sat_flag,ratio_sat_flag,O3_target_lag1,O3_target_lag24,O3_target_lag168,NO2_target_lag1,NO2_target_lag24,NO2_target_lag168
2019,7,11,0,0.79,85.47,12.41,19.28,-3.11,1.14,2.2,0.14,1.23,0.12,12.3,12.0,2019-07-11 00:00:00,1,1,1,,,,,,
2019,7,11,1,0.93,93.49,13.36,19.46,-2.5,0.7,1.87,0.14,1.23,0.12,10.4,15.2,2019-07-11 01:00:00,1,1,1,12.3,,,12.0,,
2019,7,11,2,1.07,101.51,15.49,19.64,-1.9,0.26,1.54,0.14,1.23,0.12,4.0,31.23,2019-07-11 02:00:00,1,1,1,10.4,,,15.2,,
2019,7,11,3,1.21,109.53,16.53,19.82,-1.29,-0.18,1.21,0.14,1.23,0.12,11.3,14.4,2019-07-11 03:00:00,1,1,1,4.0,,,31.23,,
2019,7,11,4,0.81,112.99,13.77,20.6,-1.63,-0.5,1.12,0.14,1.23,0.12,16.27,5.12,2019-07-11 04:00:00,1,1,1,11.3,,,14.4,,
2019,7,11,5,0.41,116.45,13.68,21.38,-1.96,-0.82,1.03,0.14,1.23,0.12,19.55,2.23,2019-07-11 05:00:00,1,1,1,16.27,,,5.12,,
2019,7,11,6,0.01,119.91,13.25,22.15,-2.3,-1.15,0.93,0.14,1.23,0.12,25.52,1.88,2019-07-11 06:00:00,1,1,1,19.55,,,2.23,,
2019,7,11,7,0.0,116.24,13.06,22.1,-2.5,-0.95,0.67,0.14,1.23,0.12,33.3,3.02,2019-07-11 07:00:00,1,1,1,25.52,,,1.88,,
2019,7,11,8,0.0,112.56,14.76,22.06,-2.71,-0.75,0.4,0.14,1.23,0.12,39.52,3.15,2019-07-11 08:00:00,1,1,1,33.3,,,3.02,,
2019,7,11,9,0.0,108.88,15.95,22.01,-2.92,-0.55,0.13,0.14,1.23,0.12,42.77,5.97,2019-07-11 09:00:00,1,1,1,39.52,,,3.15,,
2019,7,11,10,0.01,102.95,14.08,21.93,-2.5,-0.25,0.46,0.14,1.23,0.12,45.78,6.25,2019-07-11 10:00:00,1,1,1,42.77,,,5.97,,
2019,7,11,11,0.01,97.01,11.9,21.85,-2.09,0.06,0.79,0.14,1.23,0.12,39.05,13.7,2019-07-11 11:00:00,1,1,1,45.78,,,6.25,,
2019,7,11,12,0.02,91.08,12.52,21.77,-1.68,0.37,1.12,0.14,1.23,0.12,41.8,11.32,2019-07-11 12:00:00,1,1,1,39.05,,,13.7,,
2019,7,11,13,0.01,98.63,10.64,21.84,-1.83,0.38,0.83,0.14,1.23,0.12,41.03,9.68,2019-07-11 13:00:00,1,1,1,41.8,,,11.32,,
2019,7,11,14,0.01,106.18,15.53,21.9,-1.97,0.38,0.53,0.14,1.23,0.12,29.53,15.68,2019-07-11 14:00:00,1,1,1,41.03,,,9.68,,
2019,7,11,15,0.0,113.72,15.82,21.97,-2.12,0.39,0.24,0.14,1.23,0.12,24.9,15.05,2019-07-11 15:00:00,1,1,1,29.53,,,15.68,,
2019,7,11,16,0.0,135.23,14.43,22.42,-2.13,0.35,0.3,0.14,1.23,0.12,16.5,22.85,2019-07-11 16:00:00,1,1,1,24.9,,,15.05,,
2019,7,11,17,0.0,156.74,14.85,22.88,-2.14,0.3,0.36,0.14,1.23,0.12,17.8,12.0,2019-07-11 17:00:00,1,1,1,16.5,,,22.85,,
2019,7,11,18,0.0,178.25,11.18,23.33,-2.15,0.26,0.42,0.14,1.23,0.12,10.4,22.8,2019-07-11 18:00:00,1,1,1,17.8,,,12.0,,
2019,7,11,19,0.84,141.3,12.37,22.77,-2.45,0.01,0.39,0.14,1.23,0.12,2.8,30.57,2019-07-11 19:00:00,1,1,1,10.4,,,22.8,,
2019,7,11,20,1.68,104.36,14.08,22.2,-2.75,-0.24,0.36,0.14,1.23,0.12,1.7,20.07,2019-07-11 20:00:00,1,1,1,2.8,,,30.57,,
2019,7,11,21,2.52,67.41,15.18,21.63,-3.06,-0.48,0.33,0.14,1.23,0.12,1.35,28.5,2019-07-11 21:00:00,1,1,1,1.7,,,20.07,,
2019,7,11,22,3.46,68.68,14.6,21.07,-2.44,-0.18,0.53,0.14,1.23,0.12,3.0,29.95,2019-07-11 22:00:00,1,1,1,1.35,,,28.5,,
