datetime,NO2_target,O3_target,Year,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,sin_hour,cos_hour,day_of_week,is_weekend,day_of_year,SZA_deg,cosSZA,solar_elevation,cams_hourly_aluvd,cams_hourly_aluvp,photochem_index,wind_speed,wind_dir_deg,wind_sector,era5_t2m,era5_d2m,era5_tcc,era5_u10,era5_v10,era5_blh,RH,NO2_satellite_daily,HCHO_satellite_daily,ratio_satellite_daily,NO2_satellite_delta,ratio_ground,cams_hourly_co,cams_hourly_hcho,cams_hourly_no2,cams_hourly_no,cams_hourly_go3,cams_hourly_so2,cams_hourly_tcco,cams_hourly_tchcho,cams_hourly_tcno2,cams_hourly_tc_no,cams_hourly_gtco3,cams_hourly_tcso2,cams_hourly_bcaod550,cams_hourly_pm1,cams_hourly_pm2p5,cams_hourly_pm10,cams_hourly_sp,cams_hourly_aod550,cams_hourly_no2_delta,cams_hourly_go3_delta,NO2_target_lag1,NO2_target_lag24,O3_target_lag1,sunset_flag,NO2_satellite_daily_filled_broadcast,HCHO_satellite_daily_filled_broadcast,ratio_satellite_daily_filled_broadcast
2019-07-10,22.75,3.2,2019.0,0.08,84.46,6.97,21.22,-1.4,0.6,1.89,0.0,1.0,2.0,0.0,191.0,129.05988456451468,-0.6301323067739678,-39.05988456451469,0.11633456,0.10766953,-0.0733061646503345,1.5231546211727816,113.19859051364818,3.0,301.28888,300.5318,0.97308046,-1.8043585,0.70679206,111.97574,95.67402987125304,0.61,0.19,3.29,0.0,12.391021446003949,7.449153e-07,4.3609383e-09,5.403648e-08,1.0591286e-08,1.2964475e-09,3.7598387e-08,0.0010646065,7.364032e-06,1.3383558e-05,3.2724768e-07,0.006164495,1.0090168e-05,0.025588792,1.3415416e-07,2.2774992e-07,2.9360967e-07,96915.625,2.0590353,-6.698423666666669e-09,2.273156833333334e-09,31.25,23.77,2.23,1.0,0.61,0.19,3.2900000000000005
2019-07-11,16.4,6.85,2019.0,0.79,85.47,12.41,19.28,-3.11,1.14,2.2,0.0,1.0,3.0,0.0,192.0,129.19115879892854,-0.6319097149534387,-39.19115879892855,0.11607659,0.107283115,-0.0733499248996671,3.312355657232477,110.13088999482574,2.0,304.23035,297.11218,1.0,2.9103632,0.93601793,597.7798,65.92846521974538,0.23,0.94,0.24,0.0,8.943312532003542,6.025624e-07,3.2992442e-09,2.9506172e-08,1.987928e-08,1.0327092e-08,3.1373506e-08,0.0009640849,7.191017e-06,1.2701819e-05,9.3620497e-07,0.006114207,1.3435319e-05,0.022452485,1.3474033e-07,2.6805282e-07,3.7620595e-07,96766.75,2.3486452,-6.698423666666669e-09,2.273156833333334e-09,75.43,40.45,4.72,1.0,0.23,0.94,0.24
2019-07-12,28.45,5.88,2019.0,5.33,71.23,17.73,19.94,-1.22,0.44,0.93,0.0,1.0,4.0,0.0,193.0,129.32898124283508,-0.6337722139763834,-39.3289812428351,0.11581868,0.10689485,-0.0734026612434222,1.296919426949878,109.8321298502184,2.0,303.0857,294.70044,0.5249088,0.85886097,1.5325893,113.17583,60.81657562775542,0.38,1.55,0.24,0.0,9.908191283823012,5.256191e-07,3.0259872e-09,2.998206e-08,1.5399468e-08,1.5378323e-08,2.7025347e-08,0.0010248981,6.53786e-06,1.6289894e-05,1.7204384e-06,0.0060616992,1.4235284e-05,0.022186115,1.3854202e-07,2.710164e-07,4.0127475e-07,96996.875,2.7755728,-4.7976599999999985e-09,2.509884333333332e-09,49.05,61.55,5.25,1.0,0.38,1.55,0.24
2019-07-13,28.364,6.27,2019.0,4.968,80.42,19.474,20.1,-1.208,0.06800000000000006,1.224,0.0,1.0,3.6,0.0,194.0,129.48614899296996,-0.635882063382785,-39.48614899296996,0.11546493799999999,0.106459414,-0.07341909765441039,1.404250689869868,95.71479081395428,1.8,302.121356,295.296452,0.505125406,0.29943427599999994,1.3256793599999999,119.741686,67.96856400977828,0.384,1.6775,0.23199999999999998,0.0,9.850674692774325,5.3351692e-07,3.29728976e-09,3.24181112e-08,1.253134744e-08,1.45221747e-08,2.72114216e-08,0.0010203417,6.6447156e-06,1.56041688e-05,1.394688634e-06,0.00607614142,1.3202884800000001e-05,0.0212300946,1.3541049399999998e-07,2.64058004e-07,3.86257048e-07,97103.2,2.6411339,-9.421216666666655e-10,7.065810999999988e-10,45.036,55.239999999999995,9.466,1.0,0.40953599951899955,1.6775,0.321288261904762
2019-07-14,28.278,6.66,2019.0,4.606,89.61000000000001,21.218,20.26,-1.196,-0.3039999999999999,1.518,0.0,1.0,3.2,0.0,195.0,129.6433167431048,-0.6379919127891867,-39.64331674310482,0.115111196,0.106023978,-0.0734355340653986,1.5115819527898577,81.59745177769017,1.6,301.157012,295.892464,0.485342012,-0.25999241800000006,1.11876942,126.307542,75.12055239180114,0.388,1.805,0.224,0.0,9.793158101725638,5.4141474e-07,3.56859232e-09,3.48541624e-08,9.66322688e-09,1.36660264e-08,2.73974962e-08,0.0010157853,6.7515712000000004e-06,1.4918443600000002e-05,1.068938868e-06,0.00609058364,1.21704856e-05,0.0202740742,1.3227896799999998e-07,2.57099608e-07,3.71239346e-07,97209.525,2.506695,2.9134166666666676e-09,-1.0967221333333345e-09,41.022,48.93,13.681999999999999,1.0,0.4390719990379991,1.8050000000000002,0.402576523809524
2019-07-15,28.192,7.05,2019.0,4.244,98.80000000000001,22.962,20.419999999999998,-1.184,-0.6759999999999999,1.8119999999999998,0.0,1.0,2.8,0.0,196.0,129.80048449323968,-0.6401017621955882,-39.800484493239686,0.114757454,0.105588542,-0.0734519704763868,1.6189132157098478,67.48011274142604,1.4,300.19266799999997,296.488476,0.465558618,-0.819419112,0.91185948,132.873398,82.272540773824,0.392,1.9325,0.216,0.0,9.735641510676952,5.4931256e-07,3.83989488e-09,3.72902136e-08,6.795106320000001e-09,1.28098781e-08,2.75835708e-08,0.0010112289,6.8584268e-06,1.42327184e-05,7.43189102e-07,0.00610502586,1.11380864e-05,0.019318053800000002,1.29147442e-07,2.50141212e-07,3.5622164400000003e-07,97315.85,2.3722561,6.768955e-09,-2.9000253666666675e-09,37.007999999999996,42.620000000000005,17.897999999999996,1.0,0.46860799855699864,1.9325,0.48386478571428604
2019-07-16,28.105999999999998,7.4399999999999995,2019.0,3.882,107.99000000000001,24.706,20.58,-1.172,-1.0479999999999998,2.106,0.0,1.0,2.4000000000000004,0.0,197.0,129.95765224337453,-0.6422116116019899,-39.95765224337455,0.114403712,0.105153106,-0.073468406887375,1.7262444786298377,53.362773705161935,1.2000000000000002,299.228324,297.084488,0.445775224,-1.3788458060000002,0.70494954,139.439254,89.42452915584686,0.396,2.06,0.208,0.0,9.678124919628265,5.5721038e-07,4.11119744e-09,3.97262648e-08,3.9269857600000004e-09,1.19537298e-08,2.77696454e-08,0.0010066725,6.9652824000000006e-06,1.3546993200000002e-05,4.1743933599999977e-07,0.00611946808,1.0105687200000002e-05,0.0183620334,1.26015916e-07,2.43182816e-07,3.41203942e-07,97422.175,2.2378172000000003,1.0624493333333334e-08,-4.703328600000001e-09,32.994,36.31,22.113999999999997,1.0,0.4981439980759982,2.06,0.565153047619048
2019-07-17,28.02,7.83,2019.0,3.52,117.18,26.45,20.74,-1.16,-1.42,2.4,0.0,1.0,2.0,0.0,198.0,130.1148199935094,-0.6443214610083915,-40.11481999350941,0.11404997,0.10471767,-0.0734848432983632,1.8335757415498275,39.245434668897815,1.0,298.26398,297.6805,0.42599183,-1.9382725,0.4980396,146.00511,96.57651753786972,0.4,2.1875,0.2,0.0,9.620608328579578,5.651082e-07,4.3825e-09,4.2162316e-08,1.0588652e-09,1.10975815e-08,2.795572e-08,0.0010021161,7.072138e-06,1.2861268e-05,9.168957e-08,0.0061339103,9.073288e-06,0.017406013,1.2288439e-07,2.3622442e-07,3.2618624e-07,97528.5,2.1033783,1.4480031666666666e-08,-6.506631833333334e-09,28.98,30.0,26.33,1.0,0.5276799975949977,2.1875,0.6464413095238101
2019-07-18,20.12,18.5,2019.0,33.85,67.58,26.86,20.24,0.92,-0.74,1.24,0.0,1.0,3.0,0.0,199.0,130.2910070251737,-0.6466700653954726,-40.29100702517373,0.11355257,0.10421461,-0.0734310478677239,1.1806777714516354,308.8113840367584,7.0,299.34482,298.13687,0.9396194,-0.35584134,0.3029843,42.396896,93.0805928677489,0.40399999999999997,2.315,0.192,0.0,11.008050154222628,8.8349265e-07,4.722394e-09,5.198435e-08,2.1823322e-08,7.0473205e-10,3.6107927e-08,0.0009613524,6.3797106e-06,1.1971566e-05,1.3180052e-06,0.006177094,7.148309e-06,0.016847432,1.5507709e-07,2.610684e-07,3.5735036e-07,97519.875,1.6369314,-2.699485000000009e-09,-1.6031324999999994e-10,33.75,25.7,8.03,1.0,0.5779963997113989,2.315,0.5016589898989898
2019-07-19,29.4,9.5,2019.0,0.54,54.89,25.83,17.83,1.09,-0.12,0.33,0.0,1.0,4.0,0.0,200.0,130.47341635756467,-0.6490951712961348,-40.47341635756468,0.11305463,0.103707016,-0.0733832144256711,1.0965856099730655,276.28249208816135,6.0,300.53732,298.68848,0.24967885,-0.9377041,0.29799992,35.732437,89.66948659645686,0.408,2.3325,0.184,0.0,10.517952278987703,1.49769e-06,4.995661e-09,5.2544124e-08,6.969488e-08,9.874688e-10,4.6818496e-08,0.001032907,6.455789e-06,1.3141136e-05,2.5560585e-06,0.0061907396,1.0061613e-05,0.01975552,1.4891668e-07,2.1351815e-07,2.8643063e-07,97516.31,1.4030733,-5.3055353333333476e-09,3.098569999999999e-11,11.8,16.9,27.65,1.0,0.5636872486772482,2.3325,0.4000099555074553
2019-07-20,37.5,3.98,2019.0,0.19,46.43,21.64,15.75,1.2,-1.62,1.4,0.0,1.0,5.0,1.0,201.0,130.66199393886032,-0.6515953664695333,-40.66199393886033,0.11255717,0.1031999,-0.0733417304349235,2.0160357139693734,323.47114463301483,7.0,302.11066,299.67163,0.45506752,-1.8330698,1.5042639,165.42679,86.71929239389813,0.412,2.35,0.176,0.0,8.090579011086936,1.3175088e-06,6.3118066e-09,5.106617e-08,4.7324843e-08,2.9388939e-10,4.3518572e-08,0.00096284086,6.2119725e-06,1.2955798e-05,2.4337542e-06,0.006233711,1.0646353e-05,0.022612035,1.8269304e-07,2.6990602e-07,3.6097168e-07,97535.875,1.4066763,2.348106666666661e-09,2.664700666666668e-11,35.45,19.27,6.7,1.0,0.5474374182299178,2.35,0.7512085714285718
2019-07-21,28.73,16.03,2019.0,30.97,56.22,16.18,14.32,1.51,-0.53,1.79,0.0,1.0,6.0,1.0,202.0,130.8566838894535,-0.6541691948284354,-40.85668388945352,0.112063766,0.102692306,-0.0733086635736621,1.6003124694883808,289.34073548303263,6.0,301.76468,299.65924,0.9983266,-1.4128399,-0.6877379,53.116196,88.41159814514747,0.416,2.2,0.16799999999999998,0.0,7.40460443717559,8.601246e-07,5.818431e-09,4.308318e-08,6.173293e-09,3.2736014e-09,4.0613962e-08,0.0009776871,6.0857083e-06,9.067367e-06,2.2399695e-07,0.0061628483,1.1103731e-05,0.022462629,1.4271598e-07,2.1655063e-07,2.8178312e-07,97573.06,1.2863178,-8.919870000000001e-09,2.9987000000000922e-12,71.67,62.52,15.17,1.0,0.4553684523809522,2.2,0.3610345346320344
